"Index","Entry Date","Entry Time","Exit Date","Exit Time","Type","Strike","B/S","Qty","Entry Price","Exit Price","Vix","P/L"
"873","2024-01-25"," 9:30:00 AM","2024-01-25"," 3:10:00 PM","","","","","","","14.54","-2768.96"
"873.1","2024-01-25"," 9:31:00 AM","2024-01-25"," 9:32:00 AM","CE","45200","Buy","225","117.96","109.40","","-1926.83"
"873.2","2024-01-25"," 9:31:00 AM","2024-01-25"," 9:32:00 AM","PE","44800","Buy","225","113.91","97.85","","-3612.57"
"873.3","2024-01-25"," 9:33:00 AM","2024-01-25"," 9:34:00 AM","PE","44700","Buy","225","108.70","110.89","","492.79"
"873.4","2024-01-25"," 9:35:00 AM","2024-01-25"," 9:36:00 AM","PE","44700","Buy","225","122.06","132.18","","2277.65"
"874","2024-01-29"," 9:30:00 AM","2024-01-29"," 11:23:00 AM","","","","","","","15.14","-6423.13"
"874.1","2024-01-29"," 9:36:00 AM","2024-01-29"," 9:38:00 AM","CE","46300","Buy","225","116.11","110.69","","-1218.01"
"874.2","2024-01-29"," 9:33:00 AM","2024-01-29"," 9:34:00 AM","PE","44600","Buy","225","108.75","102.95","","-1306.32"
"874.3","2024-01-29"," 9:43:00 AM","2024-01-29"," 9:44:00 AM","PE","44600","Buy","225","111.51","102.50","","-2026.58"
"874.4","2024-01-29"," 9:59:00 AM","2024-01-29"," 10:02:00 AM","CE","46400","Buy","225","100.15","108.05","","1776.58"
"874.5","2024-01-29"," 11:22:00 AM","2024-01-29"," 11:23:00 AM","PE","44600","Buy","225","117.71","108.20","","-2140.41"
"874.6","2024-01-29"," 10:05:00 AM","2024-01-29"," 10:06:00 AM","CE","46400","Buy","225","107.30","100.60","","-1508.39"
"875","2024-01-30"," 9:30:00 AM","2024-01-30"," 3:10:00 PM","","","","","","","16.49","2055.62"
"875.1","2024-01-30"," 9:31:00 AM","2024-01-30"," 9:32:00 AM","CE","46100","Buy","225","109.35","118.49","","2055.62"
"876","2024-01-31"," 9:30:00 AM","2024-01-31"," 3:10:00 PM","","","","","","","16.36","15211.09"
"876.1","2024-01-31"," 9:31:00 AM","2024-01-31"," 9:32:00 AM","CE","45400","Buy","225","100.05","94.95","","-1146.94"
"876.2","2024-01-31"," 9:32:00 AM","2024-01-31"," 9:34:00 AM","PE","45000","Buy","225","126.41","136.18","","2197.96"
"876.3","2024-01-31"," 9:35:00 AM","2024-01-31"," 9:37:00 AM","CE","45300","Buy","225","115.46","143.08","","6214.66"
"876.4","2024-01-31"," 9:42:00 AM","2024-01-31"," 9:43:00 AM","CE","45400","Buy","225","119.41","154.72","","7945.41"
"877","2024-02-01"," 9:30:00 AM","2024-02-01"," 3:10:00 PM","","","","","","","15.93","-4519.33"
"877.1","2024-02-01"," 10:28:00 AM","2024-02-01"," 10:34:00 AM","CE","48000","Buy","225","114.01","108.80","","-1172.57"
"877.2","2024-02-01"," 9:32:00 AM","2024-02-01"," 9:33:00 AM","PE","43700","Buy","225","111.56","106.55","","-1127.04"
"877.3","2024-02-01"," 9:40:00 AM","2024-02-01"," 9:41:00 AM","PE","43700","Buy","225","113.66","108.45","","-1172.49"
"877.4","2024-02-01"," 10:37:00 AM","2024-02-01"," 10:38:00 AM","CE","48200","Buy","225","106.75","102.10","","-1047.25"
"878","2024-02-02"," 9:30:00 AM","2024-02-02"," 11:33:00 AM","","","","","","","14.21","-3892.44"
"878.1","2024-02-02"," 9:34:00 AM","2024-02-02"," 9:37:00 AM","CE","47600","Buy","225","109.05","101.25","","-1756.16"
"878.2","2024-02-02"," 9:37:00 AM","2024-02-02"," 9:38:00 AM","PE","45600","Buy","225","110.51","101.55","","-2015.11"
"878.3","2024-02-02"," 9:38:00 AM","2024-02-02"," 9:42:00 AM","CE","47500","Buy","225","117.46","108.95","","-1915.47"
"878.4","2024-02-02"," 9:40:00 AM","2024-02-02"," 9:44:00 AM","PE","45600","Buy","225","106.75","100.10","","-1497.02"
"878.5","2024-02-02"," 11:31:00 AM","2024-02-02"," 11:33:00 AM","CE","47600","Buy","225","104.35","127.89","","5295.12"
"878.6","2024-02-02"," 10:23:00 AM","2024-02-02"," 10:24:00 AM","PE","45600","Buy","225","110.26","101.35","","-2003.80"
"879","2024-02-05"," 9:30:00 AM","2024-02-05"," 3:10:00 PM","","","","","","","15.78","-5082.01"
"879.1","2024-02-05"," 9:54:00 AM","2024-02-05"," 9:55:00 AM","CE","46800","Buy","225","114.46","105.20","","-2083.46"
"879.2","2024-02-05"," 9:31:00 AM","2024-02-05"," 9:32:00 AM","PE","45000","Buy","225","109.00","109.20","","42.95"
"879.3","2024-02-05"," 9:33:00 AM","2024-02-05"," 9:34:00 AM","PE","44900","Buy","225","104.60","101.15","","-776.90"
"879.4","2024-02-05"," 9:36:00 AM","2024-02-05"," 9:37:00 AM","PE","44900","Buy","225","103.75","94.10","","-2171.01"
"879.5","2024-02-05"," 10:02:00 AM","2024-02-05"," 10:03:00 AM","CE","46800","Buy","225","116.21","115.79","","-93.60"
"880","2024-02-06"," 9:30:00 AM","2024-02-06"," 12:04:00 PM","","","","","","","15.79","-4937.41"
"880.1","2024-02-06"," 9:33:00 AM","2024-02-06"," 9:34:00 AM","CE","46200","Buy","225","108.95","107.15","","-406.81"
"880.2","2024-02-06"," 10:31:00 AM","2024-02-06"," 10:32:00 AM","PE","45100","Buy","225","118.41","116.84","","-352.72"
"880.3","2024-02-06"," 9:39:00 AM","2024-02-06"," 9:40:00 AM","CE","46200","Buy","225","113.51","122.29","","1975.97"
"880.4","2024-02-06"," 12:03:00 PM","2024-02-06"," 12:04:00 PM","CE","46300","Buy","225","108.15","93.30","","-3341.41"
"880.5","2024-02-06"," 10:33:00 AM","2024-02-06"," 10:34:00 AM","PE","45000","Buy","225","100.80","100.65","","-33.91"
"880.6","2024-02-06"," 10:35:00 AM","2024-02-06"," 10:36:00 AM","PE","45000","Buy","225","105.20","92.85","","-2778.53"
"881","2024-02-07"," 9:30:00 AM","2024-02-07"," 10:06:00 AM","","","","","","","15.91","-4903.39"
"881.1","2024-02-07"," 9:32:00 AM","2024-02-07"," 9:33:00 AM","CE","46000","Buy","225","127.11","114.34","","-2873.41"
"881.2","2024-02-07"," 9:43:00 AM","2024-02-07"," 9:44:00 AM","PE","45800","Buy","225","99.40","95.35","","-910.66"
"881.3","2024-02-07"," 9:36:00 AM","2024-02-07"," 9:37:00 AM","CE","46000","Buy","225","124.01","113.99","","-2254.28"
"881.4","2024-02-07"," 9:40:00 AM","2024-02-07"," 9:41:00 AM","CE","46000","Buy","225","122.26","137.33","","3390.80"
"881.5","2024-02-07"," 9:45:00 AM","2024-02-07"," 9:47:00 AM","PE","45900","Buy","225","125.86","124.34","","-343.15"
"881.6","2024-02-07"," 10:05:00 AM","2024-02-07"," 10:06:00 AM","PE","45800","Buy","225","105.10","96.60","","-1912.69"
"882","2024-02-08"," 9:30:00 AM","2024-02-08"," 3:10:00 PM","","","","","","","15.53","10670.76"
"882.1","2024-02-08"," 9:31:00 AM","2024-02-08"," 9:33:00 AM","CE","47100","Buy","225","119.36","112.69","","-1499.86"
"882.2","2024-02-08"," 9:40:00 AM","2024-02-08"," 9:46:00 AM","PE","45000","Buy","225","106.60","110.99","","988.02"
"882.3","2024-02-08"," 10:05:00 AM","2024-02-08"," 10:06:00 AM","CE","47200","Buy","225","103.75","113.34","","2158.08"
"882.4","2024-02-08"," 10:57:00 AM","2024-02-08"," 11:00:00 AM","PE","44900","Buy","225","105.80","141.23","","7970.96"
"882.5","2024-02-08"," 11:01:00 AM","2024-02-08"," 11:02:00 AM","PE","44600","Buy","225","115.16","119.84","","1053.56"
"883","2024-02-09"," 9:30:00 AM","2024-02-09"," 10:11:00 AM","","","","","","","15.93","-6198.49"
"883.1","2024-02-09"," 9:36:00 AM","2024-02-09"," 9:39:00 AM","CE","46100","Buy","225","117.76","110.24","","-1690.65"
"883.2","2024-02-09"," 9:42:00 AM","2024-02-09"," 9:43:00 AM","PE","44100","Buy","225","104.05","98.65","","-1215.30"
"883.3","2024-02-09"," 10:07:00 AM","2024-02-09"," 10:08:00 AM","CE","46200","Buy","225","103.25","97.90","","-1203.88"
"883.4","2024-02-09"," 9:54:00 AM","2024-02-09"," 9:56:00 AM","PE","44100","Buy","225","110.86","101.90","","-2015.18"
"883.5","2024-02-09"," 10:01:00 AM","2024-02-09"," 10:02:00 AM","PE","44100","Buy","225","112.71","120.59","","1773.75"
"883.6","2024-02-09"," 10:09:00 AM","2024-02-09"," 10:11:00 AM","CE","46200","Buy","225","114.01","105.80","","-1847.23"
"884","2024-02-12"," 9:30:00 AM","2024-02-12"," 3:10:00 PM","","","","","","","16.12","-5843.04"
"884.1","2024-02-12"," 9:38:00 AM","2024-02-12"," 9:40:00 AM","CE","46200","Buy","225","108.75","99.95","","-1980.98"
"884.2","2024-02-12"," 9:41:00 AM","2024-02-12"," 9:42:00 AM","PE","44800","Buy","225","107.90","104.15","","-845.11"
"884.3","2024-02-12"," 9:44:00 AM","2024-02-12"," 9:46:00 AM","PE","44800","Buy","225","113.41","108.25","","-1161.19"
"884.4","2024-02-12"," 9:47:00 AM","2024-02-12"," 9:51:00 AM","PE","44700","Buy","225","102.00","93.75","","-1855.77"
"885","2024-02-13"," 9:30:00 AM","2024-02-13"," 3:10:00 PM","","","","","","","16.46","6215.68"
"885.1","2024-02-13"," 9:35:00 AM","2024-02-13"," 9:38:00 AM","CE","45500","Buy","225","103.10","137.73","","7791.65"
"885.2","2024-02-13"," 9:31:00 AM","2024-02-13"," 9:32:00 AM","PE","44200","Buy","225","100.65","95.50","","-1158.32"
"885.3","2024-02-13"," 9:33:00 AM","2024-02-13"," 9:34:00 AM","PE","44200","Buy","225","105.30","107.80","","561.03"
"885.4","2024-02-13"," 9:41:00 AM","2024-02-13"," 9:42:00 AM","CE","45700","Buy","225","98.95","90.95","","-1798.86"
"885.5","2024-02-13"," 9:56:00 AM","2024-02-13"," 9:57:00 AM","CE","45700","Buy","225","102.95","106.60","","820.18"
"886","2024-02-14"," 9:30:00 AM","2024-02-14"," 3:10:00 PM","","","","","","","16.13","4299.52"
"886.1","2024-02-14"," 9:37:00 AM","2024-02-14"," 9:38:00 AM","CE","45100","Buy","225","105.65","96.15","","-2137.70"
"886.2","2024-02-14"," 9:31:00 AM","2024-02-14"," 9:32:00 AM","PE","44700","Buy","225","102.35","108.05","","1281.33"
"886.3","2024-02-14"," 9:39:00 AM","2024-02-14"," 9:40:00 AM","CE","45100","Buy","225","121.51","135.68","","3188.56"
"886.4","2024-02-14"," 9:45:00 AM","2024-02-14"," 9:46:00 AM","CE","45200","Buy","225","101.95","110.69","","1967.33"
"887","2024-02-15"," 9:30:00 AM","2024-02-15"," 11:58:00 AM","","","","","","","15.32","-4297.01"
"887.1","2024-02-15"," 10:33:00 AM","2024-02-15"," 10:36:00 AM","CE","47100","Buy","225","115.21","105.90","","-2094.87"
"887.2","2024-02-15"," 9:35:00 AM","2024-02-15"," 9:36:00 AM","PE","44400","Buy","225","110.86","111.89","","233.69"
"887.3","2024-02-15"," 9:37:00 AM","2024-02-15"," 9:38:00 AM","PE","44300","Buy","225","108.40","99.65","","-1969.66"
"887.4","2024-02-15"," 9:40:00 AM","2024-02-15"," 9:41:00 AM","PE","44300","Buy","225","112.86","116.74","","874.17"
"887.5","2024-02-15"," 11:49:00 AM","2024-02-15"," 11:50:00 AM","CE","47200","Buy","225","103.45","97.10","","-1428.81"
"887.6","2024-02-15"," 11:55:00 AM","2024-02-15"," 11:58:00 AM","CE","47200","Buy","225","106.60","107.00","","88.47"
"888","2024-02-16"," 9:30:00 AM","2024-02-16"," 3:10:00 PM","","","","","","","15.10","-7320.11"
"888.1","2024-02-16"," 10:08:00 AM","2024-02-16"," 10:09:00 AM","CE","47400","Buy","225","107.20","104.55","","-597.57"
"888.2","2024-02-16"," 9:34:00 AM","2024-02-16"," 9:35:00 AM","PE","45100","Buy","225","116.16","106.75","","-2117.58"
"888.3","2024-02-16"," 9:47:00 AM","2024-02-16"," 9:53:00 AM","PE","45000","Buy","225","110.21","107.30","","-654.47"
"888.4","2024-02-16"," 10:11:00 AM","2024-02-16"," 10:14:00 AM","CE","47400","Buy","225","115.51","106.15","","-2106.19"
"888.5","2024-02-16"," 1:37:00 PM","2024-02-16"," 1:38:00 PM","CE","47500","Buy","225","101.00","92.80","","-1844.30"
"889","2024-02-19"," 9:30:00 AM","2024-02-19"," 3:10:00 PM","","","","","","","15.99","-5461.75"
"889.1","2024-02-19"," 9:34:00 AM","2024-02-19"," 9:40:00 AM","CE","47200","Buy","225","102.90","94.55","","-1878.46"
"889.2","2024-02-19"," 9:42:00 AM","2024-02-19"," 9:46:00 AM","CE","47100","Buy","225","113.56","105.35","","-1847.13"
"889.3","2024-02-19"," 10:09:00 AM","2024-02-19"," 10:15:00 AM","CE","47100","Buy","225","120.11","112.39","","-1736.16"
"890","2024-02-20"," 9:30:00 AM","2024-02-20"," 3:10:00 PM","","","","","","","16.32","4407.54"
"890.1","2024-02-20"," 9:34:00 AM","2024-02-20"," 9:36:00 AM","CE","46900","Buy","225","113.36","120.19","","1537.48"
"890.2","2024-02-20"," 9:38:00 AM","2024-02-20"," 9:40:00 AM","CE","47000","Buy","225","123.36","135.38","","2704.64"
"890.3","2024-02-20"," 9:43:00 AM","2024-02-20"," 9:45:00 AM","CE","47100","Buy","225","114.41","115.14","","165.43"
"891","2024-02-21"," 9:30:00 AM","2024-02-21"," 10:21:00 AM","","","","","","","16.24","6358.40"
"891.1","2024-02-21"," 9:37:00 AM","2024-02-21"," 9:38:00 AM","CE","47300","Buy","225","108.95","127.14","","4090.94"
"891.2","2024-02-21"," 9:31:00 AM","2024-02-21"," 9:32:00 AM","PE","46900","Buy","225","94.85","94.15","","-156.26"
"891.3","2024-02-21"," 9:33:00 AM","2024-02-21"," 9:34:00 AM","PE","46900","Buy","225","103.65","95.25","","-1889.88"
"891.4","2024-02-21"," 10:20:00 AM","2024-02-21"," 10:21:00 AM","PE","46900","Buy","225","101.35","101.15","","-45.28"
"891.5","2024-02-21"," 9:39:00 AM","2024-02-21"," 9:41:00 AM","CE","47300","Buy","225","119.61","131.93","","2772.95"
"891.6","2024-02-21"," 9:42:00 AM","2024-02-21"," 9:44:00 AM","CE","47400","Buy","225","97.90","104.95","","1585.93"
"892","2024-02-22"," 9:30:00 AM","2024-02-22"," 3:10:00 PM","","","","","","","15.93","-4914.62"
"892.1","2024-02-22"," 9:39:00 AM","2024-02-22"," 9:41:00 AM","CE","48200","Buy","225","110.71","101.75","","-2015.15"
"892.2","2024-02-22"," 9:35:00 AM","2024-02-22"," 9:36:00 AM","PE","45400","Buy","225","111.86","102.80","","-2037.90"
"892.3","2024-02-22"," 9:58:00 AM","2024-02-22"," 10:00:00 AM","PE","45300","Buy","225","103.80","118.39","","3282.50"
"892.4","2024-02-22"," 9:43:00 AM","2024-02-22"," 9:54:00 AM","CE","48200","Buy","225","117.46","107.95","","-2140.36"
"892.5","2024-02-22"," 10:02:00 AM","2024-02-22"," 10:03:00 AM","PE","45100","Buy","225","109.85","100.95","","-2003.71"
"893","2024-02-23"," 9:30:00 AM","2024-02-23"," 10:38:00 AM","","","","","","","15.37","-2440.11"
"893.1","2024-02-23"," 9:39:00 AM","2024-02-23"," 9:45:00 AM","CE","48200","Buy","225","109.30","117.44","","1830.74"
"893.2","2024-02-23"," 9:34:00 AM","2024-02-23"," 9:38:00 AM","PE","45800","Buy","225","105.05","97.55","","-1687.79"
"893.3","2024-02-23"," 10:33:00 AM","2024-02-23"," 10:35:00 AM","PE","45800","Buy","225","105.95","99.20","","-1519.33"
"893.4","2024-02-23"," 9:47:00 AM","2024-02-23"," 9:48:00 AM","CE","48300","Buy","225","109.60","100.75","","-1992.41"
"893.5","2024-02-23"," 10:16:00 AM","2024-02-23"," 10:22:00 AM","CE","48300","Buy","225","111.06","109.05","","-452.26"
"893.6","2024-02-23"," 10:37:00 AM","2024-02-23"," 10:38:00 AM","PE","45800","Buy","225","109.40","115.54","","1380.94"
"894","2024-02-26"," 9:30:00 AM","2024-02-26"," 3:10:00 PM","","","","","","","15.65","4231.05"
"894.1","2024-02-26"," 9:44:00 AM","2024-02-26"," 9:48:00 AM","CE","47800","Buy","225","116.86","111.39","","-1229.43"
"894.2","2024-02-26"," 9:51:00 AM","2024-02-26"," 9:58:00 AM","PE","45700","Buy","225","103.30","133.93","","6892.06"
"894.3","2024-02-26"," 10:00:00 AM","2024-02-26"," 10:01:00 AM","PE","45600","Buy","225","115.76","109.40","","-1431.58"
"895","2024-02-27"," 9:30:00 AM","2024-02-27"," 3:10:00 PM","","","","","","","15.85","1623.55"
"895.1","2024-02-27"," 9:40:00 AM","2024-02-27"," 9:42:00 AM","CE","47400","Buy","225","107.15","104.50","","-597.56"
"895.2","2024-02-27"," 10:14:00 AM","2024-02-27"," 10:15:00 AM","PE","45700","Buy","225","113.01","121.84","","1987.33"
"895.3","2024-02-27"," 10:22:00 AM","2024-02-27"," 10:25:00 AM","PE","45600","Buy","225","110.46","111.49","","233.78"
"896","2024-02-28"," 9:30:00 AM","2024-02-28"," 10:53:00 AM","","","","","","","15.84","-3294.73"
"896.1","2024-02-28"," 9:33:00 AM","2024-02-28"," 9:36:00 AM","CE","47100","Buy","225","102.25","100.95","","-292.86"
"896.2","2024-02-28"," 9:42:00 AM","2024-02-28"," 9:43:00 AM","PE","46100","Buy","225","111.91","96.55","","-3454.70"
"896.3","2024-02-28"," 9:42:00 AM","2024-02-28"," 9:43:00 AM","CE","47100","Buy","225","112.91","93.10","","-4455.67"
"896.4","2024-02-28"," 10:00:00 AM","2024-02-28"," 10:01:00 AM","PE","46100","Buy","225","103.20","110.84","","1719.67"
"896.5","2024-02-28"," 10:09:00 AM","2024-02-28"," 10:12:00 AM","CE","47100","Buy","225","105.25","109.75","","1010.81"
"896.6","2024-02-28"," 10:52:00 AM","2024-02-28"," 10:53:00 AM","PE","46100","Buy","225","115.06","124.74","","2178.02"
"897","2024-02-29"," 9:30:00 AM","2024-02-29"," 9:57:00 AM","","","","","","","16.15","17285.89"
"897.1","2024-02-29"," 9:34:00 AM","2024-02-29"," 9:35:00 AM","CE","46100","Buy","225","120.61","123.84","","726.25"
"897.2","2024-02-29"," 9:32:00 AM","2024-02-29"," 9:33:00 AM","PE","45700","Buy","225","120.11","110.39","","-2185.93"
"897.3","2024-02-29"," 9:38:00 AM","2024-02-29"," 9:39:00 AM","PE","45700","Buy","225","120.06","175.31","","12431.77"
"897.4","2024-02-29"," 9:54:00 AM","2024-02-29"," 9:55:00 AM","CE","46200","Buy","225","101.55","143.33","","9399.95"
"897.5","2024-02-29"," 9:42:00 AM","2024-02-29"," 9:43:00 AM","PE","45500","Buy","225","106.30","89.06","","-3880.73"
"897.6","2024-02-29"," 9:56:00 AM","2024-02-29"," 9:57:00 AM","CE","46300","Buy","225","116.76","120.29","","794.58"
"898","2024-03-01"," 9:30:00 AM","2024-03-01"," 3:10:00 PM","","","","","","","15.29","-4673.29"
"898.1","2024-03-01"," 9:35:00 AM","2024-03-01"," 9:36:00 AM","CE","47500","Buy","225","115.46","106.10","","-2106.17"
"898.2","2024-03-01"," 9:44:00 AM","2024-03-01"," 9:47:00 AM","CE","47600","Buy","225","102.55","96.25","","-1417.37"
"898.3","2024-03-01"," 9:50:00 AM","2024-03-01"," 9:56:00 AM","CE","47500","Buy","225","112.56","107.45","","-1149.75"
"899","2024-03-04"," 9:30:00 AM","2024-03-04"," 11:01:00 AM","","","","","","","15.27","-8751.77"
"899.1","2024-03-04"," 9:33:00 AM","2024-03-04"," 9:34:00 AM","CE","48100","Buy","225","104.20","95.75","","-1901.24"
"899.2","2024-03-04"," 9:49:00 AM","2024-03-04"," 9:51:00 AM","PE","46500","Buy","225","115.26","105.95","","-2094.89"
"899.3","2024-03-04"," 10:05:00 AM","2024-03-04"," 10:07:00 AM","CE","48100","Buy","225","106.55","98.95","","-1710.62"
"899.4","2024-03-04"," 9:52:00 AM","2024-03-04"," 9:56:00 AM","PE","46500","Buy","225","115.06","105.75","","-2094.84"
"899.5","2024-03-04"," 10:59:00 AM","2024-03-04"," 11:01:00 AM","PE","46500","Buy","225","115.21","116.89","","378.89"
"899.6","2024-03-04"," 10:24:00 AM","2024-03-04"," 10:28:00 AM","CE","48100","Buy","225","109.95","104.05","","-1329.08"
"900","2024-03-05"," 9:30:00 AM","2024-03-05"," 3:10:00 PM","","","","","","","14.95","-6216.85"
"900.1","2024-03-05"," 9:33:00 AM","2024-03-05"," 9:35:00 AM","CE","47700","Buy","225","120.86","120.09","","-173.36"
"900.2","2024-03-05"," 10:22:00 AM","2024-03-05"," 10:23:00 AM","PE","46800","Buy","225","102.80","92.85","","-2238.26"
"900.3","2024-03-05"," 9:42:00 AM","2024-03-05"," 9:46:00 AM","CE","47800","Buy","225","98.90","91.85","","-1585.21"
"900.4","2024-03-05"," 9:48:00 AM","2024-03-05"," 9:49:00 AM","CE","47700","Buy","225","121.71","111.84","","-2220.02"
"901","2024-03-06"," 9:30:00 AM","2024-03-06"," 3:10:00 PM","","","","","","","14.55","9190.79"
"901.1","2024-03-06"," 9:33:00 AM","2024-03-06"," 9:34:00 AM","CE","47800","Buy","225","93.60","86.01","","-1707.71"
"901.2","2024-03-06"," 9:34:00 AM","2024-03-06"," 9:35:00 AM","PE","47400","Buy","225","112.46","115.34","","649.37"
"901.3","2024-03-06"," 9:35:00 AM","2024-03-06"," 9:36:00 AM","CE","47700","Buy","225","112.26","137.13","","5596.94"
"901.4","2024-03-06"," 9:36:00 AM","2024-03-06"," 9:38:00 AM","PE","47500","Buy","225","119.16","134.48","","3447.71"
"901.5","2024-03-06"," 9:39:00 AM","2024-03-06"," 9:41:00 AM","CE","47800","Buy","225","94.15","99.50","","1204.46"
"902","2024-03-07"," 9:30:00 AM","2024-03-07"," 3:10:00 PM","","","","","","","14.40","-3893.64"
"902.1","2024-03-07"," 9:56:00 AM","2024-03-07"," 9:58:00 AM","PE","46800","Buy","225","111.21","102.20","","-2026.51"
"902.2","2024-03-07"," 10:49:00 AM","2024-03-07"," 10:51:00 AM","PE","46700","Buy","225","102.50","94.20","","-1867.13"
"903","2024-03-11"," 9:30:00 AM","2024-03-11"," 3:10:00 PM","","","","","","","14.33","6525.49"
"903.1","2024-03-11"," 10:03:00 AM","2024-03-11"," 10:04:00 AM","PE","47000","Buy","225","118.26","108.70","","-2151.78"
"903.2","2024-03-11"," 11:26:00 AM","2024-03-11"," 11:27:00 AM","PE","46900","Buy","225","100.05","117.94","","4025.47"
"903.3","2024-03-11"," 11:54:00 AM","2024-03-11"," 11:57:00 AM","PE","46900","Buy","225","115.01","135.68","","4651.80"
"904","2024-03-12"," 9:30:00 AM","2024-03-12"," 10:54:00 AM","","","","","","","14.05","13680.70"
"904.1","2024-03-12"," 9:34:00 AM","2024-03-12"," 9:36:00 AM","CE","47700","Buy","225","107.25","234.48","","28626.55"
"904.2","2024-03-12"," 10:46:00 AM","2024-03-12"," 10:47:00 AM","PE","46800","Buy","225","114.21","104.05","","-2285.80"
"904.3","2024-03-12"," 9:39:00 AM","2024-03-12"," 9:41:00 AM","CE","48100","Buy","225","109.30","110.44","","256.53"
"904.4","2024-03-12"," 9:46:00 AM","2024-03-12"," 9:47:00 AM","CE","48200","Buy","225","101.90","85.91","","-3598.63"
"904.5","2024-03-12"," 10:48:00 AM","2024-03-12"," 10:49:00 AM","PE","46500","Buy","225","116.11","91.60","","-5513.37"
"904.6","2024-03-12"," 10:53:00 AM","2024-03-12"," 10:54:00 AM","PE","46500","Buy","225","117.71","100.80","","-3804.58"
"905","2024-03-13"," 9:30:00 AM","2024-03-13"," 9:53:00 AM","","","","","","","13.77","-7141.24"
"905.1","2024-03-13"," 9:37:00 AM","2024-03-13"," 9:38:00 AM","CE","47500","Buy","225","99.55","91.50","","-1810.24"
"905.2","2024-03-13"," 9:34:00 AM","2024-03-13"," 9:35:00 AM","PE","47200","Buy","225","110.71","101.75","","-2015.15"
"905.3","2024-03-13"," 9:38:00 AM","2024-03-13"," 9:39:00 AM","PE","47200","Buy","225","104.10","96.70","","-1665.09"
"905.4","2024-03-13"," 9:39:00 AM","2024-03-13"," 9:41:00 AM","CE","47400","Buy","225","112.36","112.24","","-25.27"
"905.5","2024-03-13"," 9:52:00 AM","2024-03-13"," 9:53:00 AM","PE","47200","Buy","225","101.75","88.76","","-2923.93"
"905.6","2024-03-13"," 9:44:00 AM","2024-03-13"," 9:45:00 AM","CE","47400","Buy","225","126.26","132.03","","1298.44"
"906","2024-03-14"," 9:30:00 AM","2024-03-14"," 3:10:00 PM","","","","","","","14.41","3724.31"
"906.1","2024-03-14"," 9:37:00 AM","2024-03-14"," 9:39:00 AM","CE","48000","Buy","225","111.51","108.50","","-677.25"
"906.2","2024-03-14"," 10:41:00 AM","2024-03-14"," 10:43:00 AM","CE","48000","Buy","225","117.46","139.93","","5056.04"
"906.3","2024-03-14"," 11:14:00 AM","2024-03-14"," 11:16:00 AM","CE","48200","Buy","225","110.26","107.35","","-654.48"
"907","2024-03-15"," 9:30:00 AM","2024-03-15"," 3:10:00 PM","","","","","","","13.83","8965.02"
"907.1","2024-03-15"," 9:35:00 AM","2024-03-15"," 9:39:00 AM","PE","45700","Buy","225","105.75","125.19","","4372.77"
"907.2","2024-03-15"," 9:41:00 AM","2024-03-15"," 9:42:00 AM","PE","45600","Buy","225","118.16","124.59","","1446.44"
"907.3","2024-03-15"," 9:50:00 AM","2024-03-15"," 9:51:00 AM","PE","45500","Buy","225","111.61","125.59","","3145.82"
"908","2024-03-18"," 9:30:00 AM","2024-03-18"," 3:10:00 PM","","","","","","","14.35","-2386.97"
"908.1","2024-03-18"," 12:26:00 PM","2024-03-18"," 12:27:00 PM","CE","47400","Buy","225","102.65","98.35","","-967.61"
"908.2","2024-03-18"," 9:35:00 AM","2024-03-18"," 9:36:00 AM","PE","45900","Buy","225","119.51","135.83","","3672.52"
"908.3","2024-03-18"," 9:37:00 AM","2024-03-18"," 9:38:00 AM","PE","45700","Buy","225","108.95","100.15","","-1981.02"
"908.4","2024-03-18"," 9:40:00 AM","2024-03-18"," 9:41:00 AM","PE","45700","Buy","225","115.21","109.90","","-1195.32"
"908.5","2024-03-18"," 12:31:00 PM","2024-03-18"," 12:32:00 PM","CE","47300","Buy","225","117.76","109.25","","-1915.54"
"909","2024-03-19"," 9:30:00 AM","2024-03-19"," 10:24:00 AM","","","","","","","14.31","-3388.61"
"909.1","2024-03-19"," 9:33:00 AM","2024-03-19"," 9:35:00 AM","CE","47000","Buy","225","105.75","100.20","","-1249.42"
"909.2","2024-03-19"," 9:59:00 AM","2024-03-19"," 10:00:00 AM","PE","46000","Buy","225","106.05","108.45","","538.37"
"909.3","2024-03-19"," 9:40:00 AM","2024-03-19"," 9:41:00 AM","CE","47000","Buy","225","114.81","105.50","","-2094.78"
"909.4","2024-03-19"," 9:45:00 AM","2024-03-19"," 9:46:00 AM","CE","47000","Buy","225","119.06","109.45","","-2163.21"
"909.5","2024-03-19"," 10:09:00 AM","2024-03-19"," 10:10:00 AM","PE","46000","Buy","225","118.91","127.29","","1884.80"
"909.6","2024-03-19"," 10:23:00 AM","2024-03-19"," 10:24:00 AM","PE","45900","Buy","225","103.45","102.10","","-304.37"
"910","2024-03-20"," 9:30:00 AM","2024-03-20"," 1:24:00 PM","","","","","","","14.00","1533.19"
"910.1","2024-03-20"," 9:35:00 AM","2024-03-20"," 9:36:00 AM","CE","46600","Buy","225","97.70","93.80","","-876.54"
"910.2","2024-03-20"," 9:32:00 AM","2024-03-20"," 9:34:00 AM","PE","46400","Buy","225","97.55","91.65","","-1326.28"
